,0
3804,0
155,0
2305,0
4035,0
1093,0
6006,0
2329,0
2953,0
5415,0
289,0
934,0
2922,0
4969,0
2897,0
4385,0
3261,0
5818,0
3013,0
4745,0
3837,0
6321,0
946,0
2364,0
5086,0
6231,0
5975,0
1706,0
6032,0
4661,0
6330,0
5991,0
5837,0
989,0
1829,0
3627,0
6119,0
985,0
4040,0
5833,0
6176,0
6115,0
1479,0
4856,0
3904,0
4445,0
5079,0
1463,0
1401,0
265,0
2760,0
3886,0
2704,0
6084,0
5081,0
933,0
6270,0
3704,0
2411,0
2188,0
4617,0
1766,0
6236,0
4313,0
927,0
3807,0
4726,0
269,0
673,0
4653,0
1918,0
5094,0
1156,0
5885,0
5967,0
6169,0
4802,0
2708,0
2603,0
5416,0
1789,0
2424,0
3026,0
5594,0
2317,0
691,0
1923,0
6031,0
3084,0
6311,0
3213,0
2277,0
6148,0
2545,0
39,0
1657,0
3975,0
259,0
2937,0
2446,0
851,0
4870,0
3353,0
3540,0
1238,0
1131,0
5586,0
1976,0
561,0
908,0
3156,0
486,0
2221,0
1326,0
3817,0
7,0
2325,0
5460,0
4675,0
4606,0
5625,0
1456,0
1206,0
2437,0
2660,0
1822,0
5241,0
2738,0
777,0
1015,0
3969,0
2000,0
1283,0
1791,0
4540,0
448,0
884,0
4353,0
5713,0
2739,0
3061,0
5137,0
785,0
2663,0
6227,0
1757,0
2136,0
2270,0
2803,0
2434,0
6258,0
887,0
1095,0
4632,0
4404,0
534,0
4109,0
2450,0
6186,0
2620,0
5249,0
2300,0
1735,0
614,0
1988,0
1323,0
345,0
590,0
5649,0
640,0
436,0
1911,0
3228,0
97,0
5712,0
3923,0
3872,0
6106,0
2079,0
1545,0
3603,0
3673,0
4535,0
5827,0
3808,0
1524,0
969,0
5633,0
531,0
177,0
2482,0
4994,0
2100,0
3014,0
5483,0
3439,0
575,0
4206,0
595,0
5315,0
3075,0
5845,0
2384,0
6012,0
4623,0
4986,0
4481,0
2218,0
4138,0
2504,0
4268,0
385,0
856,0
1888,0
372,0
4852,0
6118,0
5867,0
5524,0
6368,0
1109,0
2078,0
2371,0
5148,0
1342,0
2199,0
5881,0
5773,0
4926,0
2256,0
5219,0
6210,0
1175,0
3288,0
4157,0
2010,0
1428,0
2698,0
5747,0
3605,0
4690,0
4193,0
5842,0
3619,0
1470,0
878,0
2655,0
3785,0
5545,0
1257,0
844,0
6078,0
1649,0
2023,0
3267,0
909,0
635,0
4529,0
4081,0
1983,0
162,0
4594,0
4355,0
5808,0
4574,0
1437,0
2986,0
550,0
4716,0
5824,0
5391,0
5014,0
3873,0
3450,0
4018,0
5225,0
1869,0
2671,0
3398,0
5884,0
644,0
4222,0
1013,0
3380,0
6264,0
641,0
3345,0
5934,0
5514,0
3158,0
4211,0
4318,0
1964,0
5923,0
925,0
5859,0
1455,0
2816,0
2622,0
1908,0
2037,0
5207,0
2311,0
1893,0
6199,0
1650,0
976,0
6161,0
2107,0
5761,0
6137,0
6369,0
840,0
3486,0
604,0
2194,0
5090,0
4028,0
5500,0
1590,0
5448,0
4101,0
2019,0
1074,0
1783,0
6160,0
1289,0
5328,0
4671,0
6089,0
1844,0
5417,0
1023,0
974,0
1332,0
3818,0
477,0
2822,0
4797,0
1659,0
5950,0
5469,0
2540,0
1211,0
4017,0
183,0
1379,0
4918,0
4262,0
871,0
2987,0
1144,0
544,0
1103,0
1136,0
6215,0
4238,0
2268,0
3404,0
2975,0
3273,0
2216,0
5823,0
4810,0
6331,0
4466,0
2825,0
5546,0
3918,0
1082,0
4836,0
5883,0
5496,0
3814,0
3601,0
6129,0
2642,0
5126,0
5248,0
4593,0
1084,0
188,0
1803,0
4411,0
2095,0
2032,0
4941,0
1499,0
3828,0
5565,0
5776,0
227,0
1017,0
2595,0
1937,0
4500,0
5749,0
1410,0
4875,0
2189,0
701,0
1128,0
3296,0
1097,0
4390,0
3821,0
1786,0
2646,0
3104,0
5453,0
4938,0
3504,0
1664,0
1041,0
5335,0
6337,0
315,0
2661,0
2291,0
5048,0
4577,0
2559,0
1422,0
1040,0
2169,0
2997,0
3150,0
5743,0
1762,0
4550,0
4316,0
1434,0
2532,0
4095,0
877,0
4724,0
4788,0
1513,0
6008,0
1931,0
450,0
4093,0
6371,0
2186,0
3670,0
3742,0
3271,0
2193,0
1138,0
5157,0
3212,0
5101,0
3453,0
2165,0
1057,0
2472,0
22,0
2076,0
1661,0
706,0
4622,0
2755,0
1382,0
5204,0
2480,0
3769,0
2335,0
462,0
87,0
1436,0
3693,0
4710,0
283,0
2495,0
464,0
213,0
2600,0
