,0
3252,0
674,0
349,0
3560,0
6309,0
5121,0
3320,0
901,0
1264,0
2870,0
4257,0
95,0
3304,0
2586,0
846,0
2906,0
1603,0
2207,0
6126,0
3025,0
5475,0
2328,0
3259,0
2159,0
5226,0
1882,0
324,0
1764,0
1777,0
4646,0
2452,0
4727,0
336,0
3052,0
334,0
837,0
2929,0
2496,0
2604,0
3976,0
735,0
4372,0
292,0
4648,0
185,0
5043,0
5497,0
3334,0
536,0
1679,0
3262,0
3573,0
2533,0
3630,0
661,0
1261,0
2890,0
5251,0
5239,0
2998,0
902,0
6376,0
430,0
2474,0
4412,0
2326,0
5008,0
1442,0
1227,0
1776,0
4530,0
2470,0
4533,0
5080,0
3127,0
5977,0
6065,0
5352,0
2688,0
1100,0
4960,0
3210,0
5556,0
5789,0
5295,0
417,0
1660,0
1235,0
1416,0
1796,0
4633,0
5693,0
2674,0
5211,0
2283,0
2597,0
193,0
2236,0
1130,0
5084,0
4337,0
4375,0
305,0
1825,0
2278,0
1298,0
70,0
4141,0
1311,0
4944,0
3425,0
2667,0
5434,0
1346,0
835,0
2538,0
1462,0
4011,0
239,0
92,0
2970,0
2877,0
3857,0
3371,0
5089,0
5256,0
4479,0
1005,0
6147,0
2301,0
2105,0
1539,0
5000,0
413,0
6154,0
3047,0
6020,0
2340,0
4949,0
2176,0
637,0
500,0
6212,0
724,0
761,0
2220,0
3038,0
4847,0
3563,0
2847,0
2308,0
1072,0
1655,0
5571,0
86,0
2235,0
1033,0
6162,0
3122,0
3913,0
1205,0
2034,0
625,0
5828,0
569,0
1845,0
1340,0
2475,0
2109,0
5273,0
6398,0
4066,0
4032,0
749,0
196,0
3516,0
4143,0
5122,0
806,0
4985,0
4133,0
3683,0
5729,0
648,0
5661,0
4792,0
4438,0
1785,0
2837,0
5145,0
2699,0
3707,0
134,0
3990,0
2806,0
4395,0
62,0
5572,0
2878,0
5508,0
683,0
5164,0
1216,0
5699,0
4365,0
570,0
1881,0
2719,0
1725,0
491,0
4424,0
2788,0
605,0
1919,0
3689,0
4527,0
1192,0
275,0
3277,0
1367,0
2425,0
1533,0
4232,0
2498,0
3458,0
2653,0
5375,0
6030,0
5033,0
2868,0
3139,0
68,0
4730,0
4542,0
1606,0
5175,0
6042,0
4779,0
1510,0
2387,0
150,0
2347,0
2096,0
5841,0
5958,0
4607,0
863,0
2233,0
2640,0
368,0
1438,0
4473,0
1787,0
3703,0
2690,0
1826,0
5552,0
845,0
1194,0
176,0
3732,0
2103,0
2443,0
3372,0
5183,0
1034,0
2608,0
1478,0
284,0
3780,0
2881,0
6278,0
1821,0
1277,0
4333,0
3374,0
5719,0
2017,0
5347,0
3023,0
5839,0
2641,0
99,0
3397,0
5932,0
482,0
4859,0
6229,0
6087,0
1161,0
1443,0
4563,0
2205,0
953,0
2077,0
5896,0
672,0
219,0
4301,0
2223,0
3361,0
2322,0
4275,0
4230,0
781,0
6153,0
3216,0
4367,0
2476,0
2552,0
2961,0
4786,0
4979,0
520,0
4956,0
4932,0
6247,0
4277,0
3175,0
571,0
362,0
4142,0
763,0
6027,0
5947,0
4168,0
4608,0
2323,0
6392,0
729,0
2889,0
5929,0
5602,0
4919,0
519,0
2477,0
139,0
6010,0
3604,0
2886,0
465,0
5063,0
3555,0
452,0
3107,0
313,0
3039,0
3639,0
453,0
5171,0
3284,0
5041,0
2560,0
5999,0
1003,0
391,0
1482,0
2250,0
5768,0
5401,0
3937,0
762,0
3230,0
6277,0
1299,0
5358,0
1915,0
4434,0
370,0
1945,0
1155,0
4808,0
5366,0
5331,0
3020,0
175,0
3839,0
4234,0
2421,0
2302,0
5575,0
6240,0
5762,0
4984,0
1168,0
6114,0
4766,0
4523,0
1669,0
511,0
3142,0
4391,0
4308,0
103,0
2790,0
3665,0
4669,0
1760,0
3126,0
1666,0
152,0
3538,0
1591,0
5356,0
2957,0
4696,0
4049,0
2219,0
6098,0
1830,0
4937,0
5220,0
310,0
5348,0
2810,0
206,0
1440,0
1139,0
872,0
306,0
1857,0
3846,0
1997,0
5005,0
1541,0
847,0
1996,0
3419,0
2931,0
3672,0
212,0
1965,0
4183,0
2689,0
1355,0
6019,0
4895,0
181,0
6107,0
2841,0
279,0
290,0
5636,0
997,0
2246,0
4456,0
3551,0
4915,0
5132,0
271,0
3109,0
5987,0
2584,0
4972,0
111,0
1397,0
221,0
4344,0
83,0
3932,0
5629,0
554,0
2621,0
3662,0
5383,0
4715,0
6037,0
3185,0
2462,0
2156,0
3309,0
3010,0
654,0
6238,0
2787,0
2710,0
5736,0
1430,0
1221,0
4884,0
1932,0
3152,0
4345,0
316,0
1433,0
5785,0
5060,0
6257,0
5180,0
5302,0
3682,0
4707,0
3768,0
6412,0
2918,0
688,0
4686,0
2529,0
2463,0
2623,0
328,0
5779,0
3166,0
4352,0
2711,0
1684,0
350,0
1634,0
5381,0
2848,0
875,0
3406,0
4401,0
4019,0
2228,0
5120,0
3083,0
2777,0
85,0
4444,0
1885,0
5053,0
5481,0
5045,0
496,0
3410,0
2615,0
3179,0
1276,0
3635,0
5070,0
5294,0
622,0
5479,0
3037,0
3027,0
2950,0
5368,0
4145,0
1419,0
2211,0
3697,0
4775,0
873,0
2368,0
2015,0
5078,0
4428,0
1166,0
4861,0
2582,0
2783,0
582,0
4357,0
1699,0
866,0
4484,0
3788,0
2390,0
2388,0
5125,0
1120,0
1549,0
3167,0
4925,0
5897,0
3016,0
3927,0
2512,0
5659,0
3113,0
5676,0
